title,genre,country,production_company,runtime,release_date,overview,tagline,budget,revenue,popularity,vote_average,vote_count,poster_path,tmdb_id,imdb_id
High-Rise,Drama,Belgium,Ingenious Media,119,11/22/15,Life for the residents of a tower block begins to run out of control.,Leave the real world behind,0,346472,18.947206,5.3,355,/hz3GXwcJC5csPZQa4PMbqmiPqDc.jpg,254302,tt0462335
Birdman,Drama,United States of America,Worldview Entertainment,119,8/27/14,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",or (The Unexpected Virtue of Ignorance),18000000,103215094,18.193263,7.4,4657,/rSZs93P0LLxqlVEbI001UKoeCQC.jpg,194662,tt2562232
Planet of the Apes,Thriller,United States of America,Twentieth Century Fox Film Corporation,119,7/25/01,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",You'll be sorry you were ever born human,100000000,362211740,17.319836,5.6,1270,/uHp6PTo7SCrqdH5wCSrCCf8EQFX.jpg,869,tt0133152
Captain Fantastic,Adventure,United States of America,Electric City Entertainment,119,7/2/16,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,He Prepared Them for Everything Except the Outside World.,5000000,5879736,16.519276,7.9,1569,/fnaGmGCWgGOQjCpM0TqKPZJ5x85.jpg,334533,tt3553976
47 Ronin,Drama,United States of America,Mid Atlantic Films,119,12/6/13,"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",For courage. For loyalty. For honor.,175000000,150962475,14.88937,5.9,1357,/pUH46wa0n4zXZytpriSaoNUXai4.jpg,64686,tt1335975
Sweet November,Drama,United States of America,Bel Air Entertainment,119,2/16/01,"Nelson is a man devoted to his advertising career in San Francisco. One day, while taking a driving test at the DMV, he meets Sara. She is very different from the other women in his life. Nelson causes her to miss out on taking the test and later that day she tracks him down. One thing leads to another and Nelson ends up living with her through a November that will change his life forever.",She Just Needed A Month To Change His Life For Ever.,40000000,65754228,14.840318,6.4,292,/unObEztpIx6gmVAKe0p1VWHMcDI.jpg,1921,tt0230838
Bright Star,Drama,United Kingdom,BBC Films,119,11/5/09,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.",First love burns brightest.,8500000,4440055,14.337355,6.8,111,/dMo0ToyAlicDeSNmY47vZkbrRIK.jpg,29963,tt0810784
Crimson Peak,Mystery,Canada,Legendary Pictures,119,10/13/15,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",Beware.,55000000,74679822,13.492684,6.4,1494,/pCj8zem1NDAODdtvha9WFEB6iWR.jpg,201085,tt2554274
Annie,Comedy,United States of America,Columbia Pictures,119,12/19/14,"Ever since her parents left her as a baby, little Annie has led a hard-knock life with her calculating foster mother, Miss Hannigan. However, all that changes when hard-nosed billionaire and mayoral candidate Will Stacks takes her in on the recommendation of his advisers. Stacks believes that he's Annie's guardian angel, but the plucky youngster's confidence and sunny outlook may mean that Annie will save Will instead.",It's a Hard Knock Life,65000000,133821816,13.275529,6,472,/hkvKhuUUgjJ4jrXKkvqoQ5JnQx5.jpg,196867,tt1823664
Paycheck,Action,Canada,Paramount Pictures,119,12/25/03,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water.",Remember the future.,60000000,96269812,12.571789,5.9,594,/fvp8I0d21MMbpd0Z8HMeGZXMKGU.jpg,9620,tt0338337
Raising Helen,Drama,United States of America,Touchstone Pictures,119,5/27/04,"Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!",Her uptown life gets turned inside out!,50000000,49718611,12.448933,5.9,195,/oROgudstoH3i4KyI5ZJbBVW9mKK.jpg,4599,tt0350028
Revolutionary Road,Drama,United Kingdom,DreamWorks SKG,119,12/19/08,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,How do you break free without breaking apart?,35000000,75225693,12.265867,6.8,824,/bnOK1lmdlqdy2HX6IgKx9TQD7Ax.jpg,4148,tt0959337
Serenity,Science Fiction,United States of America,Universal Pictures,119,8/25/05,"When the renegade crew of Serenity agrees to hide a fugitive on their ship, they find themselves in an action-packed battle between the relentless military might of a totalitarian regime who will destroy anything – or anyone – to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space. But... the greatest danger of all may be on their ship.",Can't stop the signal.,39000000,38869464,11.919995,7.4,1287,/1Hq659V31ER9pQQvVBUUJbwR7NT.jpg,16320,tt0379786
Red Lights,Thriller,Spain,First Generation Films,119,3/2/12,"Two investigators of paranormal hoaxes, the veteran Dr. Margaret Matheson and her young assistant, Tom Buckley, study the most varied metaphysical phenomena with the aim of proving their fraudulent origins. Simon Silver, a legendary blind psychic, reappears after an enigmatic absence of 30 years to become the greatest international challenge to both orthodox science and professional sceptics. Tom starts to develop an intense obsession with Silver, whose magnetism becomes stronger with each new manifestation of inexplicable events. As Tom gets closer to Silver, tension mounts, and his worldview is threatened to its core.",How much do you want to believe?,14000000,13551174,11.535478,6,381,/iiNGtxUhO2oDeCci7E6OF7OEASk.jpg,75638,tt1748179
Wedding Crashers,Comedy,United States of America,New Line Cinema,119,7/14/05,"John and his buddy, Jeremy are emotional criminals who know how to use a woman's hopes and dreams for their own carnal gain. Their modus operandi: crashing weddings. Normally, they meet guests who want to toast the romantic day with a random hook-up. But when John meets Claire, he discovers what true love – and heartache – feels like.",Life's a Party. Crash It.,40000000,285176741,11.100597,6.4,1406,/5vMEXtz1DXgxFsv8pgFFGuOlI8V.jpg,9522,tt0396269
Cowboys & Aliens,Action,United States of America,Imagine Entertainment,119,7/29/11,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",First Contact. Last Stand.,163000000,174822325,10.958669,5.4,2054,/tXEHvxU315Yu7bEaMMRcpDpW6RI.jpg,49849,tt0409847
20th Century Women,Drama,United States of America,Annapurna Pictures,119,12/25/16,"In 1979 Santa Barbara, California, Dorothea Fields is a determined single mother in her mid-50s who is raising her adolescent son, Jamie, at a moment brimming with cultural change and rebellion. Dorothea enlists the help of two younger women – Abbie, a free-spirited punk artist living as a boarder in the Fields' home and Julie, a savvy and provocative teenage neighbour – to help with Jamie's upbringing.",,7000000,5816211,9.855927,7.3,213,/9vavp7kXnLwPGfOfThJwpW0Mk4v.jpg,342737,tt4385888
Transcendence,Thriller,China,Alcon Entertainment,119,4/16/14,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.","Yesterday, Dr. Will Caster was only human...",100000000,103039258,9.730176,5.9,2339,/4eESVBvr7KEvPGUZVL5LDWsANda.jpg,157353,tt2209764
Riddick,Science Fiction,United States of America,One Race Productions,119,9/2/13,"Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction.",Survival Is His Revenge,38000000,98337295,9.596377,6.2,2066,/duoN6oNGp1emHkkhlTcY76Wz2ED.jpg,87421,tt1411250
Burlesque,Drama,United States of America,Bedford Falls Productions,119,11/23/10,"The Burlesque Lounge has its best days behind it. Tess, a retired dancer and owner of the venue, struggles to keep the aging theater alive, facing all kinds of financial and artistic challenges. With the Lounge's troupe members becoming increasingly distracted by personal problems and a threat coming from a wealthy businessman's quest to buy the spot from Tess, the good fortune seems to have abandoned the club altogether. Meanwhile, the life of Ali, a small-town girl from Iowa, is about to change dramatically. Hired by Tess as a waitress at the Lounge, Ali escapes a hollow past and quickly falls in love with the art of burlesque. Backed by newfound friends amongst the theater's crew, she manages to fulfill her dreams of being on stage herself. Things take a dramatic turn though when Ali's big voice makes her become the main attraction of the revue",It takes a legend... to make a star,55000000,89519773,9.276539,6.9,581,/j7AwTMAauPuwO8mixpU6SSPuPeZ.jpg,42297,tt1126591
The Sisterhood of the Traveling Pants,Drama,United States of America,DiNovi Pictures,119,6/1/05,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",Laugh. Cry. Share the pants.,25000000,39053061,9.263965,6.3,396,/dRNSxq5OqxaBLdQwarG4xMmDLAr.jpg,9779,tt0403508
Pride,Drama,United Kingdom,Calamity Films,119,9/12/14,"Based on a trues story. In the summer of 1984 – Margaret Thatcher is in power and the National Union of Mineworkers (NUM) is on strike. At the Gay Pride March in London, a group of gay and lesbian activists decides to raise money to support the families of the striking miners. But there is a problem - the union seems embarrassed to receive their support.  However the activists are not deterred. They decide to ignore the union and go direct to the miners. They identify a mining village of Onllwyn, in the Dulais Valley  in Wales, and later set off in a mini bus to make their donation in person. And so begins the extraordinary story of two seemingly alien communities who form a surprising and ultimately triumphant partnership.",Based on the inspirational true story.,0,7523634,9.111867,7.7,457,/fk81iMvZTYo7MaYWGirPc0uzA55.jpg,234200,tt3169706
